adm0_name,adm1_name,adm2_name,adm3_name,policy,policy_description,optional,policy_intensity,date_start,date_end,source,access_date,notes
ITA,Lombardy,Lodi,Maleo,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,San Fiorano,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Somaglia,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Terranova dei Passerini,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Veneto,Padua,Vo'Eugane,no_gathering,"Public and private events (including cultural, recreational, religious, and sporting events) prohibited.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Bertonico,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Casalpusterlengo,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Castelgerundo,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Castiglione d'Adda,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Codogno,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Fombio,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Maleo,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,San Fiorano,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Somaglia,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Terranova dei Passerini,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Veneto,Padua,Vo'Eugane,school_closure,All schools (including university) closed.,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Bertonico,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Casalpusterlengo,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Castelgerundo,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Castiglione d'Adda,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Codogno,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Fombio,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Maleo,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,San Fiorano,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Somaglia,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Terranova dei Passerini,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Veneto,Padua,Vo'Eugane,social_distance,"Policies related to commercial activities, businesses, and places of religious worship to maintain a 1 meter social distance. Includes museum and cultural institution closures, limiting restaurant hours, and limiting the number of people in a place of worship.",N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Bertonico,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Casalpusterlengo,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Castelgerundo,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Castiglione d'Adda,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Codogno,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Fombio,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Maleo,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,San Fiorano,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Somaglia,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Terranova dei Passerini,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Veneto,Padua,Vo'Eugane,transit_suspension,All non-essential freight and passenger transport services suspended,N,1,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Bertonico,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Casalpusterlengo,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Castelgerundo,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Castiglione d'Adda,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Codogno,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Fombio,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,Maleo,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
ITA,Lombardy,Lodi,San Fiorano,travel_ban_local,People are prohibited from entering or exiting the affected area. ,N,0.5,02/23/2020,NA,http://www.protezionecivile.it/documents/20182/1227694/Summary+of+measures+taken+against+the+spread+of+C-19/c16459ad-4e52-4e90-90f3-c6a2b30c17eb,03/14/2020,The 11 specific municipalities are from this URL: https://metro.co.uk/2020/02/25/towns-ITA-lockdown-coronavirus-12298246/
