date,adm1_name,cumulative_recoveries,adm0_cumulative_recoveries
2020-03-06,Daejeon,0,108
2020-03-06,Ulsan,1,108
2020-03-06,sejong,0,108
2020-03-06,Gyeonggi-do,14,108
2020-03-06,Gangwon-do,3,108
2020-03-06,Chungcheongbuk-do,1,108
2020-03-06,Chungcheongnam-do,0,108
2020-03-06,Jeollabuk-do,2,108
2020-03-06,Jeollanam-do,0,108
2020-03-06,Gyeongsangbuk-do,36,108
2020-03-06,Gyeongsangnam-do,4,108
2020-03-06,Jeju,0,108
2020-03-07,Seoul,27,118
2020-03-07,Busan,2,118
2020-03-07,Daegu,18,118
2020-03-07,Incheon,2,118
2020-03-07,Gwangju,3,118
2020-03-07,Daejeon,0,118
2020-03-07,Ulsan,1,118
2020-03-07,sejong,0,118
2020-03-07,Gyeonggi-do,14,118
2020-03-07,Gangwon-do,3,118
2020-03-07,Chungcheongbuk-do,1,118
2020-03-07,Chungcheongnam-do,0,118
2020-03-07,Jeollabuk-do,2,118
2020-03-07,Jeollanam-do,0,118
2020-03-07,Gyeongsangbuk-do,41,118
2020-03-07,Gyeongsangnam-do,4,118
2020-03-07,Jeju,0,118
2020-03-08,Seoul,28,130
2020-03-08,Busan,9,130
2020-03-08,Daegu,18,130
2020-03-08,Incheon,2,130
2020-03-08,Gwangju,3,130
2020-03-08,Daejeon,1,130
2020-03-08,Ulsan,1,130
2020-03-08,sejong,0,130
2020-03-08,Gyeonggi-do,16,130
2020-03-08,Gangwon-do,3,130
2020-03-08,Chungcheongbuk-do,1,130
2020-03-08,Chungcheongnam-do,0,130
2020-03-08,Jeollabuk-do,2,130
2020-03-08,Jeollanam-do,0,130
2020-03-08,Gyeongsangbuk-do,42,130
2020-03-08,Gyeongsangnam-do,4,130
2020-03-08,Jeju,0,130
2020-03-09,Seoul,29,166
2020-03-09,Busan,10,166
2020-03-09,Daegu,21,166
2020-03-09,Incheon,2,166
2020-03-09,Gwangju,3,166
2020-03-09,Daejeon,1,166
2020-03-09,Ulsan,1,166
2020-03-09,sejong,0,166
2020-03-09,Gyeonggi-do,22,166
2020-03-09,Gangwon-do,3,166
2020-03-09,Chungcheongbuk-do,3,166
2020-03-09,Chungcheongnam-do,1,166
2020-03-09,Jeollabuk-do,2,166
2020-03-09,Jeollanam-do,1,166
2020-03-09,Gyeongsangbuk-do,57,166
2020-03-09,Gyeongsangnam-do,9,166
2020-03-09,Jeju,1,166
2020-03-10,Seoul,31,247
2020-03-10,Busan,10,247
2020-03-10,Daegu,92,247
2020-03-10,Incheon,3,247
2020-03-10,Gwangju,3,247
2020-03-10,Daejeon,1,247
2020-03-10,Ulsan,1,247
2020-03-10,sejong,0,247
2020-03-10,Gyeonggi-do,22,247
2020-03-10,Gangwon-do,6,247
2020-03-10,Chungcheongbuk-do,3,247
2020-03-10,Chungcheongnam-do,1,247
2020-03-10,Jeollabuk-do,2,247
2020-03-10,Jeollanam-do,1,247
2020-03-10,Gyeongsangbuk-do,60,247
2020-03-10,Gyeongsangnam-do,10,247
2020-03-10,Jeju,1,247
2020-03-11,Seoul,37,288
2020-03-11,Busan,21,288
2020-03-11,Daegu,102,288
2020-03-11,Incheon,3,288
2020-03-11,Gwangju,3,288
2020-03-11,Daejeon,2,288
2020-03-11,Ulsan,2,288
2020-03-11,sejong,0,288
2020-03-11,Gyeonggi-do,25,288
2020-03-11,Gangwon-do,6,288
2020-03-11,Chungcheongbuk-do,3,288
2020-03-11,Chungcheongnam-do,1,288
2020-03-11,Jeollabuk-do,2,288
2020-03-11,Jeollanam-do,1,288
2020-03-11,Gyeongsangbuk-do,69,288
2020-03-11,Gyeongsangnam-do,10,288
2020-03-11,Jeju,1,288
2020-03-12,Seoul,38,333
2020-03-12,Busan,29,333
2020-03-12,Daegu,114,333
2020-03-12,Incheon,4,333
2020-03-12,Gwangju,4,333
2020-03-12,Daejeon,2,333
2020-03-12,Ulsan,3,333
2020-03-12,sejong,0,333
2020-03-12,Gyeonggi-do,27,333
2020-03-12,Gangwon-do,6,333
2020-03-12,Chungcheongbuk-do,4,333
2020-03-12,Chungcheongnam-do,5,333
2020-03-12,Jeollabuk-do,2,333
2020-03-12,Jeollanam-do,1,333
2020-03-12,Gyeongsangbuk-do,83,333
2020-03-12,Gyeongsangnam-do,10,333
2020-03-12,Jeju,1,333
2020-03-13,Seoul,40,510
2020-03-13,Busan,36,510
2020-03-13,Daegu,251,510
2020-03-13,Incheon,4,510
2020-03-13,Gwangju,4,510
2020-03-13,Daejeon,4,510
2020-03-13,Ulsan,3,510
2020-03-13,sejong,0,510
2020-03-13,Gyeonggi-do,31,510
2020-03-13,Gangwon-do,6,510
2020-03-13,Chungcheongbuk-do,4,510
2020-03-13,Chungcheongnam-do,7,510
2020-03-13,Jeollabuk-do,4,510
2020-03-13,Jeollanam-do,1,510
2020-03-13,Gyeongsangbuk-do,103,510
2020-03-13,Gyeongsangnam-do,11,510
2020-03-13,Jeju,1,510
2020-03-14,Seoul,44,714
2020-03-14,Busan,40,714
2020-03-14,Daegu,401,714
2020-03-14,Incheon,4,714
2020-03-14,Gwangju,4,714
2020-03-14,Daejeon,4,714
2020-03-14,Ulsan,5,714
2020-03-14,sejong,0,714
2020-03-14,Gyeonggi-do,36,714
2020-03-14,Gangwon-do,6,714
2020-03-14,Chungcheongbuk-do,5,714
2020-03-14,Chungcheongnam-do,9,714
2020-03-14,Jeollabuk-do,4,714
2020-03-14,Jeollanam-do,2,714
2020-03-14,Gyeongsangbuk-do,138,714
2020-03-14,Gyeongsangnam-do,11,714
2020-03-14,Jeju,1,714
2020-03-15,Seoul,47,834
2020-03-15,Busan,52,834
2020-03-15,Daegu,468,834
2020-03-15,Incheon,4,834
2020-03-15,Gwangju,4,834
2020-03-15,Daejeon,4,834
2020-03-15,Ulsan,6,834
2020-03-15,sejong,0,834
2020-03-15,Gyeonggi-do,40,834
2020-03-15,Gangwon-do,7,834
2020-03-15,Chungcheongbuk-do,6,834
2020-03-15,Chungcheongnam-do,10,834
2020-03-15,Jeollabuk-do,4,834
2020-03-15,Jeollanam-do,2,834
2020-03-15,Gyeongsangbuk-do,163,834
2020-03-15,Gyeongsangnam-do,16,834
2020-03-15,Jeju,1,834
2020-03-16,Seoul,52,"1,137"
2020-03-16,Busan,53,"1,137"
2020-03-16,Daegu,734,"1,137"
2020-03-16,Incheon,4,"1,137"
2020-03-16,Gwangju,4,"1,137"
2020-03-16,Daejeon,4,"1,137"
2020-03-16,Ulsan,7,"1,137"
2020-03-16,sejong,0,"1,137"
2020-03-16,Gyeonggi-do,48,"1,137"
2020-03-16,Gangwon-do,7,"1,137"
2020-03-16,Chungcheongbuk-do,6,"1,137"
2020-03-16,Chungcheongnam-do,12,"1,137"
2020-03-16,Jeollabuk-do,4,"1,137"
2020-03-16,Jeollanam-do,2,"1,137"
2020-03-16,Gyeongsangbuk-do,178,"1,137"
2020-03-16,Gyeongsangnam-do,20,"1,137"
2020-03-16,Jeju,1,"1,137"
